,Player,Nation,Pos,90s,Squad,Comp,Age,Goals,Offensive Rate,Defensive Rate,Passing Rate,Playmaking Rate,Physical Rate,Overall Rating
149,Yuri Berchiche,ESP,DF,10.5,Athletic Club,La Liga,33,0,11.195232650656916,38.250108987057956,31.34047348296799,11.637708460983044,83.24233259585525,52.306270318694025
150,Álex Berenguer,ESP,FW,15.2,Athletic Club,La Liga,27,3,31.49255956050115,39.228104972480665,52.059764296022436,20.60940240492014,68.99141413116286,41.897172664361165
151,Bartosz Bereszy?ski,POL,DF,13.3,Sampdoria,Serie A,30,0,1.326494694305406,46.1392126707451,28.37382663039118,2.5632289559898274,82.66588182759251,53.212635685135
152,Mitchell van Bergen,NED,FW,7.0,Reims,Ligue 1,23,0,15.848225492368146,11.488505002057519,22.935330552884807,13.776657477513469,34.97946563284417,20.657924354546402
153,Mergim Berisha,GER,FW,12.7,Augsburg,Bundesliga,24,6,40.453089068902294,22.659662483560826,33.40118904958195,25.424691213382296,71.47148627449845,46.31566552626455
154,Quentin Bernard,FRA,DF,7.0,Auxerre,Ligue 1,33,0,0.0,16.27451676156925,21.136709842047217,5.186859035414871,69.76475125337448,34.426126964763476
155,Juan Bernat,ESP,DF,11.0,Paris S-G,Ligue 1,29,1,25.47073141146545,27.667636733833177,39.951979123074814,12.087658617679352,63.00602121214654,43.18195483653633
156,Beto,GNB,FW,13.4,Udinese,Serie A,25,7,43.622408606099384,32.03188095764939,33.56978045903195,17.439660680670023,64.25744268113401,47.48980156762437
157,Matteo Bianchetti,ITA,DF,13.8,Cremonese,Serie A,29,1,26.175706963311217,48.862494873758244,32.30598111706565,3.1915091361798154,82.51973937930056,57.77632908003214
158,Pedro Bigas,ESP,DF,14.2,Elche,La Liga,32,0,18.781520352267584,54.40879302770559,31.632728417288114,8.866144570279824,83.92015177800677,60.52313309380791
159,Jaka Bijol,SVN,DF,15.4,Udinese,Serie A,24,2,19.469019665260117,58.72664309602651,37.73042795450527,3.7880859154767417,82.85846987423871,62.33118140248456
160,El Bilal Touré,MLI,FW,10.4,Almería,La Liga,21,4,34.81482108684421,21.602450047634292,33.27924535163101,15.080208312461341,65.74177441289302,40.205438272024956
161,Philip Billing,DEN,MF,17.3,Bournemouth,Premier League,26,4,36.60776248773358,58.24007507172912,46.91214232200153,26.597217667524564,78.79368687820593,45.84396214756084
162,Cristiano Biraghi,ITA,DF,18.0,Fiorentina,Serie A,30,0,9.012185718138637,42.96624315841749,85.19343904599127,37.826813714794014,71.6889601558853,59.411328782467606
163,Samuele Birindelli,ITA,DF,9.8,Monza,Serie A,23,0,10.789896552305468,22.309869185982095,31.531989486112433,17.729239123641918,45.443535564712015,32.69807924494499
164,Yves Bissouma,MLI,MF,9.0,Tottenham,Premier League,26,0,2.1855290157892275,23.370683385811063,29.62603349572732,12.331400619583132,52.18503257758744,22.741601633787692
165,Kristijan Bistrovi?,CRO,MF,5.1,Lecce,Serie A,24,0,4.930660452927794,6.658405612771108,15.954755362236595,3.210781534345152,41.19334904241637,11.533440614117852
166,Leonardo Bittencourt,GER,MF,9.6,Werder Bremen,Bundesliga,29,2,23.079390550380648,14.392222090441237,22.59414374748336,13.374365720615152,46.557678422821425,22.448427432584907
167,Ludovic Blas,FRA,MF,18.5,Nantes,Ligue 1,25,4,47.22578608525046,34.759973961457796,63.32515913330307,53.31601857448446,64.38958771960579,61.77437576219224
168,Miha Bla?i?,SVN,DF,16.5,Angers,Ligue 1,29,2,21.50096100823688,53.86636991187815,40.596499889216666,2.945682486819722,91.3347318751724,63.48094448468915
169,Alexis Blin,FRA,MF,13.9,Lecce,Serie A,26,0,8.53025859604129,44.211224771172645,37.409738121130324,5.447022134796427,59.24858424503218,24.5039544158219
170,Jean-Paul Boëtius,NED,MF,8.3,Hertha BSC,Bundesliga,28,0,13.553214302044484,17.10749536735843,24.606712486580125,8.4222445925205,44.7874410283325,19.09224532851096
171,Willy Boly,CIV,DF,6.6,Nott'ham Forest,Premier League,32,0,0.42930034238716946,28.38964550369063,14.328789586428838,3.2848766945296544,81.61446810238091,43.09563341984278
172,Giacomo Bonaventura,ITA,MF,14.8,Fiorentina,Serie A,33,3,30.962862028181142,33.41527930590222,49.65046903395827,29.709791231920068,68.67274240363734,43.60573881544424
173,Federico Bonazzoli,ITA,FW,10.0,Salernitana,Serie A,25,2,24.05762836961098,10.918858367103372,29.179401859118627,14.785959125727159,43.604612033463205,28.551910966145602
174,Theo Bongonda,COD,MF,9.0,Cádiz,La Liga,27,2,20.379147475659977,15.331581956027717,20.26402026102282,11.48706243443728,53.39331746257275,21.4155828478896
175,Leonardo Bonucci,ITA,DF,6.7,Juventus,Serie A,35,1,13.77463921807673,17.689136602332052,17.735681733004018,3.635939378189115,65.69509001968864,34.68624824451914
176,Neto Borges,BRA,DF,19.0,Clermont Foot,Ligue 1,26,2,18.787777825243595,68.98619271845917,58.45107343027557,23.794199185180894,86.34582986583311,72.81139639148994
177,Sebastiaan Bornauw,BEL,DF,12.6,Wolfsburg,Bundesliga,23,0,15.287932887358323,42.860279431285015,29.590485295792075,2.35168777186112,78.38106643392129,51.95293458034615
178,Rafael Borré,COL,FW,5.5,Eint Frankfurt,Bundesliga,27,2,20.968385048576643,11.498273770701314,18.031196778791802,15.17922658516421,33.52345383319464,23.900969488786185
179,Sven Botman,NED,DF,18.7,Newcastle Utd,Premier League,23,0,20.35753889758796,66.42461177228755,51.02339835228673,6.085643711949041,87.58804067631478,69.36711549972313
180,Hicham Boudaoui,ALG,MF,8.6,Nice,Ligue 1,23,0,11.590696327104506,27.890547098837654,29.124674410533302,12.81653207595969,61.43322648488378,25.55738455462111
181,Sofiane Boufal,MAR,FW,9.3,Angers,Ligue 1,29,4,33.338332939226376,9.229502959978342,42.27472974206235,37.505989933128404,44.54534241206863,39.56906223994723
182,Mehdi Bourabia,MAR,MF,18.5,Spezia,Serie A,31,0,12.149551127221264,48.75196915957467,58.29433730202261,30.48974264543397,70.225874963326,45.81109313401346
183,Benjamin Bourigeaud,FRA,MF,18.9,Rennes,Ligue 1,29,3,28.891804267696884,25.622235447343012,87.66413945085665,55.84781403221406,58.417254087784066,64.9675690638132
184,Jarrod Bowen,ENG,FW,21.9,West Ham,Premier League,26,4,36.87274816644746,37.0370378157968,67.93326150382966,35.639142798340764,70.31001758506986,49.4640560765079
185,Lucas Boyé,ARG,FW,13.5,Elche,La Liga,26,1,23.450501636902615,30.556510537527405,41.99988420607429,29.444312730004135,61.55709365971814,34.425201597760726
186,Domagoj Bradari?,CRO,DF,11.1,Salernitana,Serie A,23,0,1.7328122910900297,20.058886583255656,28.21978832945713,10.751562906282434,54.74709237420586,32.64768242248929
187,Martin Braithwaite,DEN,FW,13.2,Espanyol,La Liga,31,5,40.529885936763634,22.120007259168336,29.519164484478488,16.571342719420183,70.9298313272576,44.82196012125446
188,Juan Brandáriz,ESP,DF,8.0,Almería,La Liga,23,1,14.406161894476663,27.841992577231796,17.746689523989794,0.9764681737104103,73.88773971882343,41.91826440415376
189,Julian Brandt,GER,MF,16.6,Dortmund,Bundesliga,26,6,41.24956188139933,24.99386052997882,74.77326321229063,54.04659697280838,61.51988146223639,62.683014499950986
190,Darko Braanac,SRB,MF,8.3,Osasuna,La Liga,31,1,16.314907481467515,23.141206944951286,22.404428058047746,5.869491544648701,52.638344801456014,19.03248354325029
191,Lilian Brassier,FRA,DF,18.4,Brest,Ligue 1,23,0,9.05189000518686,62.78651894324766,45.09850652962132,7.347359548092201,81.62055737105975,63.823548810043526
192,Gleison Bremer,BRA,DF,17.5,Juventus,Serie A,25,1,14.091112403920745,61.463919284401605,47.931398148743696,4.8341598731387085,85.03325417284053,65.00345496994139
193,Dylan Bronn,TUN,DF,13.9,Salernitana,Serie A,27,0,7.561418589682119,47.657990949897815,36.79100887755744,7.129631793047674,74.05971542817709,53.15254745443146
194,Marcelo Brozovi?,CRO,MF,7.1,Inter,Serie A,30,2,20.571917738439698,12.909858654875627,20.48611384315192,6.173183868127703,46.44451292308885,17.374079433529136
195,Cédric Brunner,SUI,DF,15.8,Schalke 04,Bundesliga,28,0,2.603554803729865,46.28204786045283,38.02766196815781,8.35253482561795,73.98604721690572,52.211164022211975
196,Andreas Bruus,DEN,DF,11.3,Troyes,Ligue 1,24,0,8.17832883980213,10.83473328874457,36.77923104341908,19.21130083504323,43.215539813668386,27.149572813040535
197,Ante Budimir,CRO,FW,9.6,Osasuna,La Liga,31,2,24.95884469423637,20.6575926943802,17.79411144175124,9.961802177478917,60.12391661761423,29.815447974622032
198,Emi Buendía,ARG,MF,13.6,Aston Villa,Premier League,26,3,26.99878027335774,29.022216248862893,49.202429341098366,28.673445418160977,54.55694771057996,40.33723286710948
199,Hugo Bueno,ESP,DF,9.6,Wolves,Premier League,20,0,7.239364653028575,24.099793319829015,28.187257194673975,8.036840008001118,59.61799987821463,36.486862552881576
200,Santiago Bueno,URU,DF,19.9,Girona,La Liga,24,0,13.032441997293104,66.68679501066627,52.32559260224373,10.79266785027641,88.93376905433658,69.7987117855968
201,Marius Bülter,GER,FW,16.6,Schalke 04,Bundesliga,29,3,28.719417923838293,31.711448621339983,48.04670181871036,28.287847556768693,68.60170093571763,39.778357161385415
202,Cristian Buonaiuto,ITA,MF,5.8,Cremonese,Serie A,30,0,14.287259011188484,10.648846238288435,18.204781871499122,25.790252921256446,30.90303854507074,25.323099266989693
203,Alessandro Buongiorno,ITA,DF,15.7,Torino,Serie A,23,0,5.650719961259804,61.230939747265204,36.896351150884925,5.4251924947919905,87.55421140587683,63.6006726347117
204,Jonathan Burkardt,GER,MF,5.9,Mainz 05,Bundesliga,22,1,18.67164481075614,8.75777572339469,17.619609209344734,16.82255024489409,48.576864100439735,22.36472463244531
205,Dan Burn,ENG,DF,20.6,Newcastle Utd,Premier League,30,0,17.60109412433509,74.91761517776297,51.49409838048983,8.159679622677597,88.52744876249454,73.55464641619663
206,Maxime Busi,BEL,DF,6.8,Reims,Ligue 1,23,0,1.2974410347701124,19.345645443102626,16.19200510907409,5.2628348203938895,65.54624122976165,33.97480983405335
207,Sergio Busquets,ESP,MF,14.5,Barcelona,La Liga,34,0,10.05417450776347,45.09196252526339,46.419356996257854,14.656504829494224,73.42034221689975,33.73601835435673
208,Rémy Cabella,FRA,MF,13.3,Lille,Ligue 1,32,4,39.96451937216805,23.976481921681,69.17199284527949,45.5289078396401,53.99506769237016,55.3999641576161
209,Jimmy Cabot,FRA,DF,5.7,Lens,Ligue 1,28,0,4.783318918950325,18.598759013387745,26.41902705328516,11.6945415509503,55.689129917315114,32.55361675286792
210,Leandro Cabrera,URU,DF,18.3,Espanyol,La Liga,31,0,15.070218568678834,64.38685493378249,44.1922176787826,7.660113132626065,86.87207087481426,66.98100056858793
211,Anthony Caci,FRA,DF,11.8,Mainz 05,Bundesliga,25,1,14.574123427009884,33.24390847339652,36.090237493288754,16.810604245481255,55.688869413842234,42.07357999464833
212,Moisés Caicedo,ECU,MF,19.2,Brighton,Premier League,21,1,23.588030627283967,66.70160257129682,68.47419577168598,19.00800988035983,87.66111190046077,46.930072373050244
213,Tom Cairney,SCO,MF,5.2,Fulham,Premier League,32,0,4.780411085329452,13.521488253358818,21.05531351202081,12.637506737930835,40.43827972624124,18.779202915565175
214,Jens Cajuste,SWE,MF,9.5,Reims,Ligue 1,23,1,14.359146118257826,30.629748226830277,29.443818805033317,15.141306944532623,55.72594231432806,26.938309871262522
215,Davide Calabria,ITA,DF,11.1,Milan,Serie A,26,1,9.826024910448645,37.415203686351454,32.0304837570274,10.84269683227142,66.34780162902436,45.9528935841082
216,Mattia Caldara,ITA,DF,10.8,Spezia,Serie A,28,0,9.642933702626902,41.60881638644399,23.54307110291216,3.2390277903990676,73.27477969895814,48.38917891212292
217,Luca Caldirola,ITA,DF,14.6,Monza,Serie A,32,0,8.833218045018514,43.221259526325895,38.13067303215408,4.307093025654317,80.15089446580996,53.18867022599427
218,Fernando Calero,ESP,DF,13.1,Espanyol,La Liga,27,0,9.253845851081694,47.66792275746049,32.03286320556752,3.5345578235228143,75.14873934228734,52.76858037172053
219,Duje ?aleta-Car,CRO,DF,8.0,Southampton,Premier League,26,0,7.413200595666133,27.014815713132744,19.611693994393274,1.2848265443558031,69.68559076054966,39.544538051193804
220,Hakan Çalhanoðlu,TUR,MF,17.0,Inter,Serie A,29,2,26.016293630944414,44.47395901916729,77.32549058953313,37.26120712380896,72.68760021921368,55.42403665054747
221,Dominic Calvert-Lewin,ENG,FW,8.1,Everton,Premier League,25,1,15.920802358053232,14.173173805241458,17.71760002547823,15.521127733079235,65.73033396870855,23.988357896490093
222,Mahdi Camara,FRA,MF,12.8,Brest,Ligue 1,24,0,12.426400733566197,39.36361124788111,31.99676435175855,9.782809471620833,65.23182801039712,26.322450996227865
223,Eduardo Camavinga,FRA,MF,10.2,Real Madrid,La Liga,20,0,7.156181028425333,33.74707986597594,37.18533136981251,30.309054959851466,58.682282257900845,37.26359559274917
224,Nicolò Cambiaghi,ITA,FW,5.8,Empoli,Serie A,22,2,24.156402959591244,11.542897564211334,17.205197267256747,17.40586200157948,30.750806828099947,26.1187348867737
225,Andrea Cambiaso,ITA,DF,12.8,Bologna,Serie A,22,0,7.2405604399628,26.914025212936217,39.64010497208695,22.865839438418586,48.584031373621514,36.99493477735676
226,Sergio Camello,ESP,FW,15.9,Rayo Vallecano,La Liga,22,5,39.48453032988389,27.22720534277495,50.08457744152934,25.34146767735385,65.49008464083464,47.07202754137646
227,Emre Can,GER,MF,8.1,Dortmund,Bundesliga,29,0,2.1777235550185505,30.14183464781751,24.4610189740569,3.5384123031558823,66.00332300090761,18.882079838275722
228,Sergio Canales,ESP,FW,16.2,Betis,La Liga,31,3,29.178534595983546,33.45456687064121,59.340194078826755,32.54788419725985,73.88312663649096,42.60497086607946
229,João Cancelo,POR,DF,14.2,Manchester City,Premier League,28,2,18.050528370934725,47.62370014884091,43.75271401306032,27.88931244523276,84.59892613955887,61.13080891130608
230,Antonio Candreva,ITA,DF,17.9,Salernitana,Serie A,35,2,29.86983976062792,9.92687547314353,61.69284395422437,24.859695418898305,49.109951894777446,34.7402441409979
231,Pierrick Capelle,FRA,MF,9.1,Angers,Ligue 1,35,0,14.75061327600106,25.666289541002836,27.130522211937024,8.52904732625798,53.622099985791706,21.85952525597345
232,Étienne Capoue,FRA,MF,13.0,Villarreal,La Liga,34,0,16.706367411495204,34.50432907261457,34.77114623791182,8.35137253831272,77.69094931698703,27.4983250132614
233,Gianluca Caprari,ITA,MF,14.7,Monza,Serie A,29,4,31.968364802973387,17.639496718300425,45.766399721127144,28.987552868718826,53.11089138194504,38.830586882871415
234,Francesco Caputo,ITA,FW,12.2,Sampdoria,Serie A,35,1,18.470835741683842,10.166079241502587,33.65168878548385,11.640458504440321,56.57742505125135,25.98858308869406
235,Maxence Caqueret,FRA,MF,16.3,Lyon,Ligue 1,22,1,25.414376446195575,45.078391876180675,63.540518323625506,48.0855934856285,66.95759839243308,57.80803744406685
236,Isaac Carcelen,ESP,DF,11.7,Cádiz,La Liga,29,0,8.417091710803435,35.632108552489235,28.871902806135246,5.148621169869791,61.647756104491855,42.34743021907642
237,Carlos,BRA,DF,19.5,Monza,Serie A,24,4,34.08427962603168,61.031249631201625,53.21679678813304,23.693191316296115,88.35528852984757,70.99914844205107
238,Yannick Carrasco,BEL,DF,10.8,Atlético Madrid,La Liga,29,1,23.311217176568423,29.29444912857317,40.00924567215743,28.223568615399653,64.07331479489315,45.90004331117993
239,Dani Carvajal,ESP,DF,12.0,Real Madrid,La Liga,31,0,2.6018202568919366,28.47900347681672,36.23983124497373,8.368325256444914,61.92989221994439,39.71510392073285
240,William Carvalho,POR,MF,15.0,Betis,La Liga,30,2,22.980702554889625,40.54628186921544,44.93975935500583,21.308689161895316,76.60773607756376,38.529316185073526
241,Nicolò Casale,ITA,DF,14.6,Lazio,Serie A,24,1,14.99625964405555,47.07118635227857,40.90055875971284,6.034896763514359,85.05896441837336,57.857720070736654
242,Casemiro,BRA,MF,13.7,Manchester Utd,Premier League,30,2,21.705669574117465,60.228582345540104,43.58636975777207,24.0086660260889,81.37877758528262,42.418383095483755
243,Matty Cash,POL,DF,13.2,Aston Villa,Premier League,25,0,7.352347862408391,43.287487790604445,33.13897419051328,12.297799515681042,74.67019446258622,51.51049386043802
244,Timothy Castagne,BEL,DF,20.2,Leicester City,Premier League,27,1,19.084472162567153,61.997920206105064,53.878762438162,14.141389170489049,77.24498287755641,64.8911659166007
245,Michele Castagnetti,ITA,MF,7.6,Cremonese,Serie A,33,0,5.507347668793247,21.429158941888993,29.813605778340907,11.312946202675745,55.02611136402519,22.68484737249044
246,Valentín Castellanos,ARG,FW,16.8,Girona,La Liga,24,4,37.93694136988977,28.962933248457123,39.52612986279847,16.138688035848915,67.67004282785639,44.007069725384284
247,Jean-Charles Castelletto,CMR,DF,16.3,Nantes,Ligue 1,28,0,15.033713430024182,63.89306330698412,37.75537945402817,5.783092972977935,84.67480634523163,65.04429568936155
248,Samu Castillejo,ESP,FW,10.7,Valencia,La Liga,28,3,29.171483536829644,19.401080115612213,35.41893801890417,26.490769587529144,52.976637505835555,35.96997056694276
249,Jonny Castro,ESP,DF,11.3,Wolves,Premier League,28,0,6.710715147074434,33.97966337286987,29.57373023259232,5.4444524817077165,67.71266770860821,43.592547964831816
250,Danilo Cataldi,ITA,MF,15.5,Lazio,Serie A,28,0,8.543543041513681,25.766756219292645,47.93241910186371,13.065263323895323,53.46377900014209,28.50168221232811
251,Catena,ESP,DF,19.0,Rayo Vallecano,La Liga,28,1,30.071429569120966,68.7821874512861,47.79667760246228,6.4273914031619235,94.59069965697121,73.63348554826675
252,Yoann Cathline,FRA,FW,6.1,Lorient,Ligue 1,20,1,18.883855522606446,10.244461788635764,15.126606496579772,18.882391269265096,48.98207725252199,24.13918637622434
253,Maximiliano Caufriez,BEL,DF,15.4,Clermont Foot,Ligue 1,25,0,14.337191199917532,54.79731111866276,38.225646518811054,2.5722227418003176,87.56520591876918,61.47834775415501
254,Edinson Cavani,URU,FW,10.5,Valencia,La Liga,35,5,33.98802599572958,15.923943993455023,32.061357577619624,9.780839960454788,61.65384537317069,38.05107346625773
255,Dani Ceballos,ESP,MF,6.3,Real Madrid,La Liga,26,0,7.395084892836904,15.442620359902353,28.567480159139038,19.658692362126864,44.761277247525655,25.532304782622077
256,Federico Ceccherini,ITA,DF,11.5,Hellas Verona,Serie A,30,1,10.458534026056522,39.57527221797202,27.775921724654275,5.295902934325289,76.78973755251994,49.478578662539114
257,Assan Ceesay,GAM,FW,10.3,Lecce,Serie A,28,3,24.56513105344565,27.972913249382298,22.125898632445846,14.279592357054598,60.91163117976198,31.021593932359615
258,Zeki Çelik,TUR,DF,11.0,Roma,Serie A,25,0,8.00890510333713,38.75927945657912,34.08885945768496,12.675249127838088,69.48058538169568,47.88171520627471
259,Fabien Centonze,FRA,DF,8.2,Nantes,Ligue 1,27,0,2.1690508208289114,31.64816158434992,19.222626007529158,8.456673550906913,80.33572167982626,45.50009277166276
260,Franco Cervi,ARG,MF,14.6,Celta Vigo,La Liga,28,0,15.193829679288125,37.79100426572656,40.07866876620885,17.04814193743379,56.886268485470694,31.51296961826091
261,Julian Chabot,GER,DF,5.4,Köln,Bundesliga,25,0,1.7328122910900297,28.493120351705358,13.998407967335766,3.3476659055428244,88.23350315627094,45.534862270941645
262,Fares Chaïbi,FRA,FW,15.2,Toulouse,Ligue 1,20,4,33.823509908915355,32.19492139697362,46.81127122860967,20.092999093334903,62.90823472101002,41.872732171370636
263,Trevoh Chalobah,ENG,DF,10.8,Chelsea,Premier League,23,0,7.096154469063998,33.832342564012855,27.31409923075544,3.2390277903990676,79.90744311608178,47.24624424927642
264,Brendan Chardonnet,FRA,DF,17.5,Brest,Ligue 1,28,0,8.495539845025373,66.05657061921393,45.63116433693259,7.2276234741784755,90.547425254227,68.3704173986993
265,Xavier Chavalerin,FRA,MF,15.0,Troyes,Ligue 1,31,2,28.798868557156787,49.08014550768678,43.623463330501124,18.569928427059924,74.07595347798731,38.01344970787289
266,Rayan Cherki,FRA,MF,7.7,Lyon,Ligue 1,19,2,28.005002808290108,11.288874739244283,49.37141736935913,59.1383194169059,40.52344208197438,54.292611627333635
267,Vlad Chiriche?,ROU,DF,6.6,Cremonese,Serie A,33,0,0.0,24.707321722176577,16.690091593471017,2.966882124801593,65.56620049932003,36.08254319917429
268,Pedro Chirivella,ESP,MF,17.7,Nantes,Ligue 1,25,0,20.52050455357242,42.387201769647156,58.01261642322435,20.32885790529247,78.42337082684791,41.098593867444364
269,Joris Chotard,FRA,MF,14.2,Montpellier,Ligue 1,21,0,1.7241395569003903,35.32102952885149,41.869207493202495,14.423575317025009,60.400097000981766,28.998107128569533
270,Andreas Christensen,DEN,DF,8.0,Barcelona,La Liga,26,0,13.526448732641674,26.521983901561256,22.33744983283346,5.00010206792362,82.60701889703049,45.19383791518511
271,Ryan Christie,SCO,MF,11.5,Bournemouth,Premier League,27,1,18.167908833497112,25.130530167393957,37.75522931775059,15.091454271691477,49.64356412373822,27.92292568613373
272,Samuel Chukwueze,NGA,FW,11.2,Villarreal,La Liga,23,1,19.933302577268684,32.223613527219456,42.12860637193098,43.0649283274647,70.66756545696758,34.52039988252126
